campaign_id,campaign_name,account_id,account_name,account_currency,date,impressions,clicks,spend,cpc,cpm,ctr,reach,frequency,_weld_synced
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-03-21,3248,107,38.53,0.36,11.86,3.3047,2533,1.28,2025-03-22T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-03-21,9367,173,92.2,0.53,9.84,1.8478,6930,1.35,2025-03-22T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-03-21,3366,129,37.67,0.29,11.19,3.8592,3188,1.06,2025-03-22T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-03-22,9119,142,81.76,0.58,8.97,1.5673,7333,1.24,2025-03-23T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-03-22,5721,97,66.27,0.68,11.58,1.7124,4764,1.2,2025-03-23T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-03-22,3341,102,41.73,0.41,12.49,3.0755,3139,1.06,2025-03-23T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-03-22,3748,137,40.48,0.3,10.8,3.6554,3086,1.21,2025-03-23T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-03-22,7182,139,74.31,0.53,10.35,1.9404,6538,1.1,2025-03-23T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-03-22,3547,134,41.62,0.31,11.73,3.7889,2590,1.37,2025-03-23T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-03-23,7644,141,95.44,0.68,12.49,1.8532,6750,1.13,2025-03-24T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-03-23,11460,205,96.72,0.47,8.44,1.7935,9953,1.15,2025-03-24T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-03-23,4021,154,48.04,0.31,11.95,3.8502,3529,1.14,2025-03-24T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-03-23,4989,151,44.33,0.29,8.89,3.0304,3672,1.36,2025-03-24T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-03-23,6781,106,78.36,0.74,11.56,1.5751,4910,1.38,2025-03-24T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-03-23,4773,160,48.81,0.31,10.23,3.3592,3523,1.35,2025-03-24T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-03-24,11028,178,92.75,0.52,8.41,1.6153,9268,1.19,2025-03-25T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-03-24,7416,124,70.97,0.57,9.57,1.6769,5960,1.24,2025-03-25T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-03-24,4294,149,43.65,0.29,10.17,3.4795,3315,1.3,2025-03-25T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-03-24,5015,171,44.05,0.26,8.78,3.427,3910,1.28,2025-03-25T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-03-24,7262,136,76.55,0.56,10.54,1.8801,6178,1.18,2025-03-25T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-03-24,4329,174,44.82,0.26,10.35,4.0196,3130,1.38,2025-03-25T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-03-25,8072,154,78.18,0.51,9.69,1.912,7136,1.13,2025-03-26T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-03-25,7983,135,77.36,0.57,9.69,1.6918,7517,1.06,2025-03-26T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-03-25,4853,173,43.99,0.25,9.06,3.5664,4357,1.11,2025-03-26T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-03-25,3390,114,38.19,0.33,11.27,3.3782,2844,1.19,2025-03-26T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-03-25,8807,172,79.68,0.46,9.05,1.958,6790,1.3,2025-03-26T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-03-25,4563,151,49.42,0.33,10.83,3.3188,3881,1.18,2025-03-26T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-03-26,7484,129,86.25,0.67,11.52,1.7248,6513,1.15,2025-03-27T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-03-26,7921,153,90.5,0.59,11.43,1.943,7509,1.05,2025-03-27T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-03-26,4003,145,45.88,0.32,11.46,3.6387,3756,1.07,2025-03-27T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-03-26,4442,159,39.71,0.25,8.94,3.5975,3255,1.36,2025-03-27T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-03-26,9661,148,82.39,0.56,8.53,1.5379,7766,1.24,2025-03-27T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-03-26,4461,135,39.38,0.29,8.83,3.0423,3186,1.4,2025-03-27T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-03-27,6045,122,73.11,0.6,12.09,2.0243,4733,1.28,2025-03-28T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-03-27,10463,169,91.89,0.54,8.78,1.6163,8882,1.18,2025-03-28T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-03-27,4492,172,40.81,0.24,9.09,3.845,3773,1.19,2025-03-28T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-03-27,3728,132,46.29,0.35,12.42,3.5603,3541,1.05,2025-03-28T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-03-27,7501,138,87.1,0.63,11.61,1.8512,6512,1.15,2025-03-28T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-03-27,3600,138,37.26,0.27,10.35,3.8336,3165,1.14,2025-03-28T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-03-28,8178,146,81.65,0.56,9.98,1.7875,5974,1.37,2025-03-29T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-03-28,8352,140,76.09,0.54,9.11,1.6827,6756,1.24,2025-03-29T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-03-28,3741,144,41.67,0.29,11.14,3.8644,3191,1.17,2025-03-29T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-03-28,4219,158,36.18,0.23,8.58,3.7672,3205,1.32,2025-03-29T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-03-28,8627,159,87.4,0.55,10.13,1.8492,8131,1.06,2025-03-29T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-03-28,4102,137,37.6,0.27,9.17,3.3427,3445,1.19,2025-03-29T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-03-29,9031,170,87.35,0.51,9.67,1.8858,7307,1.24,2025-03-30T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-03-29,6689,107,74.19,0.69,11.09,1.6142,5084,1.32,2025-03-30T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-03-29,3796,151,34.97,0.23,9.21,3.9871,2920,1.3,2025-03-30T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-03-29,4222,166,40.27,0.24,9.54,3.9507,3148,1.34,2025-03-30T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-03-29,8609,163,90.2,0.55,10.48,1.8953,6112,1.41,2025-03-30T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-03-29,4213,135,42.57,0.32,10.1,3.2188,3868,1.09,2025-03-30T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-03-30,8278,136,81.24,0.6,9.81,1.646,7009,1.18,2025-03-31T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-03-30,8842,166,84.25,0.51,9.53,1.8868,6534,1.35,2025-03-31T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-03-30,4316,155,47.11,0.3,10.92,3.5947,3688,1.17,2025-03-31T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-03-30,4147,140,37.05,0.26,8.93,3.3935,3808,1.09,2025-03-31T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-03-30,6096,118,72.54,0.61,11.9,1.9477,5672,1.07,2025-03-31T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-03-30,3804,113,39.36,0.35,10.35,2.9956,2745,1.39,2025-03-31T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-03-31,8543,137,86.0,0.63,10.07,1.6071,7024,1.22,2025-04-01T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-03-31,7769,125,76.66,0.61,9.87,1.6193,5728,1.36,2025-04-01T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-03-31,4507,173,45.5,0.26,10.1,3.8492,3236,1.39,2025-04-01T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-03-31,4929,160,47.8,0.3,9.7,3.2537,3951,1.25,2025-04-01T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-03-31,8557,150,92.62,0.62,10.82,1.7612,6291,1.36,2025-04-01T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-03-31,5082,152,49.33,0.32,9.71,3.0079,4395,1.16,2025-04-01T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-01,8638,163,93.36,0.57,10.81,1.8946,7257,1.19,2025-04-02T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-01,9173,184,83.97,0.46,9.15,2.0128,8312,1.1,2025-04-02T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-01,5437,211,46.78,0.22,8.6,3.891,4374,1.24,2025-04-02T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-01,4966,155,42.41,0.27,8.54,3.1264,4276,1.16,2025-04-02T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-01,9164,180,94.87,0.53,10.35,1.9679,7885,1.16,2025-04-02T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-01,3732,149,43.14,0.29,11.56,4.0149,2832,1.32,2025-04-02T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-02,8946,136,90.47,0.67,10.11,1.5306,7121,1.26,2025-04-03T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-02,8450,145,91.09,0.63,10.78,1.7224,6216,1.36,2025-04-03T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-02,4856,143,45.1,0.32,9.29,2.9574,4248,1.14,2025-04-03T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-02,5412,170,46.91,0.28,8.67,3.1484,4456,1.21,2025-04-03T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-02,11009,197,98.65,0.5,8.96,1.7967,8704,1.26,2025-04-03T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-02,3617,123,39.81,0.32,11.01,3.4036,2849,1.27,2025-04-03T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-03,7636,132,71.74,0.54,9.39,1.7287,6052,1.26,2025-04-04T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-03,9414,179,85.38,0.48,9.07,1.9049,8604,1.09,2025-04-04T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-03,3286,103,40.74,0.4,12.4,3.1407,3073,1.07,2025-04-04T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-03,3268,118,38.72,0.33,11.85,3.6353,2994,1.09,2025-04-04T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-03,8030,153,74.97,0.49,9.34,1.9172,7002,1.15,2025-04-04T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-03,3739,120,36.96,0.31,9.88,3.2173,2620,1.43,2025-04-04T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-04,10107,193,87.02,0.45,8.61,1.912,7584,1.33,2025-04-05T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-04,8235,146,71.99,0.49,8.74,1.7816,7470,1.1,2025-04-05T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-04,3701,134,36.96,0.28,9.99,3.623,2774,1.33,2025-04-05T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-04,3805,117,41.23,0.35,10.84,3.0845,3269,1.16,2025-04-05T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-04,6861,116,79.2,0.68,11.54,1.6929,5672,1.21,2025-04-05T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-04,3655,127,42.87,0.34,11.73,3.4779,3104,1.18,2025-04-05T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-05,8116,153,90.1,0.59,11.1,1.8969,6865,1.18,2025-04-06T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-05,10068,189,89.56,0.47,8.9,1.8779,7109,1.42,2025-04-06T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-05,3525,133,36.77,0.28,10.43,3.7956,3184,1.11,2025-04-06T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-05,4296,150,46.2,0.31,10.75,3.498,3654,1.18,2025-04-06T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-05,10033,181,87.12,0.48,8.68,1.8079,9035,1.11,2025-04-06T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-05,3682,125,39.71,0.32,10.78,3.3983,3144,1.17,2025-04-06T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-06,6263,102,71.26,0.7,11.38,1.6371,4424,1.42,2025-04-07T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-06,8020,152,89.88,0.59,11.21,1.9057,6770,1.18,2025-04-07T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-06,4059,127,46.81,0.37,11.53,3.145,3320,1.22,2025-04-07T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-06,3936,142,36.46,0.26,9.26,3.6307,2910,1.35,2025-04-07T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-06,7229,117,71.33,0.61,9.87,1.6198,6115,1.18,2025-04-07T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-06,3961,128,36.51,0.29,9.22,3.2391,2904,1.36,2025-04-07T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-07,8329,163,89.41,0.55,10.73,1.9617,6790,1.23,2025-04-08T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-07,8495,153,87.03,0.57,10.24,1.8086,7756,1.1,2025-04-08T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-07,4952,184,43.76,0.24,8.84,3.7188,4408,1.12,2025-04-08T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-07,3946,131,38.79,0.3,9.83,3.3374,3118,1.27,2025-04-08T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-07,9195,152,91.89,0.6,9.99,1.6534,8713,1.06,2025-04-08T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-07,5117,155,48.59,0.31,9.5,3.0451,4241,1.21,2025-04-08T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-08,9494,153,86.7,0.57,9.13,1.6173,8009,1.19,2025-04-09T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-08,6207,102,75.57,0.74,12.17,1.6436,5791,1.07,2025-04-09T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-08,2822,89,34.86,0.39,12.35,3.1804,2164,1.3,2025-04-09T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-08,3679,124,40.24,0.32,10.94,3.3916,3290,1.12,2025-04-09T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-08,7941,130,71.86,0.55,9.05,1.6383,6677,1.19,2025-04-09T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-08,3363,114,37.74,0.33,11.22,3.4192,2908,1.16,2025-04-09T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-09,9249,135,84.94,0.63,9.18,1.4684,7761,1.19,2025-04-10T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-09,7637,133,68.47,0.51,8.97,1.7466,5401,1.41,2025-04-10T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-09,3032,106,39.15,0.37,12.91,3.4992,2785,1.09,2025-04-10T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-09,3648,127,44.96,0.35,12.32,3.5046,2845,1.28,2025-04-10T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-09,8865,153,84.09,0.55,9.49,1.7274,8100,1.09,2025-04-10T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-09,3271,94,41.8,0.44,12.78,2.88,3047,1.07,2025-04-10T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-10,10174,153,91.77,0.6,9.02,1.5044,8377,1.21,2025-04-11T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-10,7718,117,82.35,0.7,10.67,1.5214,6213,1.24,2025-04-11T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-10,5185,184,49.9,0.27,9.62,3.5594,3703,1.4,2025-04-11T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-10,3398,103,39.69,0.39,11.68,3.046,2598,1.31,2025-04-11T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-10,7660,144,80.67,0.56,10.53,1.8841,7052,1.09,2025-04-11T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-10,3685,118,42.08,0.36,11.42,3.2202,2625,1.4,2025-04-11T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-11,10376,198,92.4,0.47,8.91,1.911,7401,1.4,2025-04-12T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-11,7096,116,90.49,0.78,12.75,1.635,5048,1.41,2025-04-12T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-11,4142,129,52.27,0.41,12.62,3.1145,3148,1.32,2025-04-12T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-11,3505,111,39.2,0.35,11.18,3.1927,2853,1.23,2025-04-12T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-11,8477,156,96.81,0.62,11.42,1.8446,5955,1.42,2025-04-12T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-11,3740,124,45.96,0.37,12.29,3.3212,3315,1.13,2025-04-12T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-12,7699,141,88.19,0.63,11.45,1.8349,6987,1.1,2025-04-13T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-12,8745,137,84.1,0.61,9.62,1.5708,6837,1.28,2025-04-13T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-12,4012,130,48.83,0.38,12.17,3.2502,3105,1.29,2025-04-13T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-12,5565,166,50.35,0.3,9.05,2.9935,4430,1.26,2025-04-13T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-12,8142,121,87.79,0.73,10.78,1.4962,6510,1.25,2025-04-13T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-12,5571,207,50.79,0.25,9.12,3.7311,4703,1.18,2025-04-13T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-13,8862,127,84.54,0.67,9.54,1.4358,6464,1.37,2025-04-14T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-13,8662,164,94.63,0.58,10.92,1.8949,6578,1.32,2025-04-14T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-13,5136,144,48.9,0.34,9.52,2.8083,4331,1.19,2025-04-14T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-13,3814,125,38.4,0.31,10.07,3.2946,3417,1.12,2025-04-14T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-13,7389,114,87.98,0.77,11.91,1.5563,5244,1.41,2025-04-14T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-13,3386,117,40.36,0.34,11.92,3.4733,2425,1.4,2025-04-14T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-14,6779,116,72.49,0.62,10.69,1.7162,6260,1.08,2025-04-15T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-14,8294,120,77.1,0.64,9.3,1.4493,5858,1.42,2025-04-15T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-14,4184,143,38.86,0.27,9.29,3.4216,3556,1.18,2025-04-15T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-14,3811,115,40.23,0.35,10.56,3.0338,3123,1.22,2025-04-15T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-14,7723,123,92.1,0.75,11.93,1.6022,7251,1.07,2025-04-15T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-14,3604,111,37.31,0.34,10.35,3.0811,3095,1.16,2025-04-15T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-15,6578,100,89.53,0.9,13.61,1.5284,6170,1.07,2025-04-16T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-15,6892,114,78.29,0.69,11.36,1.658,5205,1.32,2025-04-16T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-15,4627,147,49.22,0.33,10.64,3.1889,3578,1.29,2025-04-16T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-15,4378,146,43.83,0.3,10.01,3.3485,3108,1.41,2025-04-16T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-15,8645,143,92.23,0.64,10.67,1.6559,6622,1.31,2025-04-16T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-15,3832,112,46.31,0.41,12.09,2.9373,3223,1.19,2025-04-16T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-16,7703,107,89.46,0.84,11.61,1.3969,7246,1.06,2025-04-17T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2025-04-16,8034,134,84.35,0.63,10.5,1.6793,7580,1.06,2025-04-17T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2025-04-16,4050,119,43.43,0.36,10.72,2.9432,3686,1.1,2025-04-17T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2025-04-16,3349,91,36.95,0.41,11.03,2.7454,3070,1.09,2025-04-17T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2025-04-16,9045,146,84.79,0.58,9.37,1.6241,7577,1.19,2025-04-17T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2025-04-16,3540,101,39.92,0.4,11.28,2.8643,3213,1.1,2025-04-17T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2025-04-17,7518,117,75.24,0.64,10.01,1.562,6357,1.18,2025-04-18T00:00:00
