campaign_id,campaign_name,account_id,account_descriptive_name,date,impressions,clicks,cost_micros,conversions,conversions_value,device,ad_network_type,_weld_synced
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-17,4426,162,57830000,3.2,144.25,DESKTOP,SEARCH,2025-04-18T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-17,4788,153,50150000,6.5,372.1,TABLET,SEARCH_PARTNERS,2025-04-18T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-17,6343,418,76900000,8.8,478.96,TABLET,SEARCH,2025-04-18T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-04-18,2113,100,31700000,7.5,317.95,DESKTOP,SEARCH,2025-04-19T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-04-18,9268,646,64730000,17.3,630.38,DESKTOP,SEARCH,2025-04-19T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-18,9860,433,66599999,7.9,365.4,MOBILE,SEARCH,2025-04-19T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-18,3194,221,50610000,5.7,370.38,DESKTOP,SEARCH_PARTNERS,2025-04-19T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-18,5412,271,61160000,8.7,394.21,TABLET,SEARCH,2025-04-19T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-04-19,1605,102,25810000,7.5,263.77,DESKTOP,SEARCH,2025-04-20T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-04-19,7329,358,51850000,6.7,387.53,TABLET,SEARCH,2025-04-20T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-19,9648,372,67140000,9.5,544.95,MOBILE,SEARCH,2025-04-20T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-19,6770,425,49690000,16.5,1013.01,MOBILE,SEARCH_PARTNERS,2025-04-20T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-19,10032,399,69260000,10.8,626.2,TABLET,SEARCH,2025-04-20T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-04-20,2940,195,24620000,13.7,601.99,MOBILE,SEARCH,2025-04-21T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-04-20,3808,206,52810000,4.0,155.54,TABLET,SEARCH,2025-04-21T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-20,5923,202,55020000,5.5,324.54,TABLET,SEARCH,2025-04-21T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-20,5400,271,48500000,8.7,470.01,MOBILE,SEARCH_PARTNERS,2025-04-21T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-20,7305,368,70020000,12.1,550.37,MOBILE,SEARCH,2025-04-21T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-04-21,2439,169,29440000,17.5,813.41,TABLET,SEARCH,2025-04-22T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-04-21,6405,374,66730000,10.5,551.46,TABLET,SEARCH,2025-04-22T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-21,8945,532,67490000,12.8,713.95,MOBILE,SEARCH,2025-04-22T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-21,7562,324,58730000,12.0,630.39,MOBILE,SEARCH_PARTNERS,2025-04-22T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-21,4308,272,66540000,6.3,244.25,MOBILE,SEARCH,2025-04-22T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-04-22,2989,195,33690000,17.8,913.1,DESKTOP,SEARCH,2025-04-23T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-04-22,8873,334,61830000,8.8,356.79,DESKTOP,SEARCH,2025-04-23T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-22,8435,540,61370000,12.5,490.9,DESKTOP,SEARCH,2025-04-23T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-22,4765,284,48470000,10.5,671.16,TABLET,SEARCH_PARTNERS,2025-04-23T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-22,10057,518,76060000,17.6,627.91,MOBILE,SEARCH,2025-04-23T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-04-23,3205,212,28130000,19.2,1030.54,TABLET,SEARCH,2025-04-24T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-04-23,5141,159,56350000,3.0,156.33,TABLET,SEARCH,2025-04-24T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-23,6764,278,69910000,5.2,285.15,MOBILE,SEARCH,2025-04-24T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-23,6549,385,54660000,9.5,580.34,TABLET,SEARCH_PARTNERS,2025-04-24T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-23,8496,499,75220000,18.3,931.29,MOBILE,SEARCH,2025-04-24T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-04-24,4661,257,31340000,23.5,920.14,MOBILE,SEARCH,2025-04-25T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-04-24,8404,528,58500000,9.3,356.77,TABLET,SEARCH,2025-04-25T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-24,6800,466,71210000,11.8,491.11,TABLET,SEARCH,2025-04-25T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-24,5988,353,51450000,13.3,766.28,TABLET,SEARCH_PARTNERS,2025-04-25T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-24,8058,289,63580000,6.8,417.11,DESKTOP,SEARCH,2025-04-25T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-04-25,3979,243,31780000,15.9,673.06,DESKTOP,SEARCH,2025-04-26T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-04-25,4039,186,55620000,5.3,313.84,MOBILE,SEARCH,2025-04-26T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-25,6035,380,64099999,7.3,290.87,DESKTOP,SEARCH,2025-04-26T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-25,6487,198,45170000,5.8,294.24,DESKTOP,SEARCH_PARTNERS,2025-04-26T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-25,7923,509,65480000,15.0,893.93,TABLET,SEARCH,2025-04-26T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-04-26,2163,151,32229999,12.9,654.52,TABLET,SEARCH,2025-04-27T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-04-26,8931,477,59930000,10.0,590.91,TABLET,SEARCH,2025-04-27T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-26,9029,323,64599999,8.5,495.15,MOBILE,SEARCH,2025-04-27T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-26,4838,150,42760000,4.7,240.64,DESKTOP,SEARCH_PARTNERS,2025-04-27T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-26,5657,345,64640000,8.2,321.36,TABLET,SEARCH,2025-04-27T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-04-27,2014,125,31210000,8.9,533.07,DESKTOP,SEARCH,2025-04-28T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-04-27,5818,397,53230000,7.3,458.01,MOBILE,SEARCH,2025-04-28T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-27,6641,349,71490000,6.2,400.83,MOBILE,SEARCH,2025-04-28T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-27,5456,251,49810000,8.6,444.08,MOBILE,SEARCH_PARTNERS,2025-04-28T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-27,6980,387,76340000,8.6,377.04,MOBILE,SEARCH,2025-04-28T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-04-28,5274,309,35870000,17.7,1051.67,TABLET,SEARCH,2025-04-29T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-04-28,4886,267,55080000,6.9,399.55,TABLET,SEARCH,2025-04-29T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-28,6361,209,56540000,4.7,236.99,TABLET,SEARCH,2025-04-29T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-28,3446,164,45900000,5.6,247.23,DESKTOP,SEARCH_PARTNERS,2025-04-29T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-28,8720,357,78390000,9.2,582.23,TABLET,SEARCH,2025-04-29T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-04-29,5239,209,35180000,13.9,700.23,MOBILE,SEARCH,2025-04-30T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-04-29,5814,288,60710000,6.5,259.02,DESKTOP,SEARCH,2025-04-30T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-29,5275,333,67010000,6.5,362.01,TABLET,SEARCH,2025-04-30T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-29,3808,163,48130000,5.8,342.93,DESKTOP,SEARCH_PARTNERS,2025-04-30T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-29,4846,285,79070000,11.0,397.62,MOBILE,SEARCH,2025-04-30T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-04-30,2495,146,27970000,10.9,528.24,MOBILE,SEARCH,2025-05-01T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-04-30,8742,472,65300000,10.2,476.79,TABLET,SEARCH,2025-05-01T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-04-30,6503,417,49910000,11.0,695.31,TABLET,SEARCH,2025-05-01T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-04-30,3420,119,47680000,2.9,161.89,MOBILE,SEARCH_PARTNERS,2025-05-01T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-04-30,5296,323,71930000,9.7,526.7,TABLET,SEARCH,2025-05-01T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-01,2159,104,30450000,6.9,377.29,DESKTOP,SEARCH,2025-05-02T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-01,4222,281,65550000,5.9,372.38,TABLET,SEARCH,2025-05-02T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-01,8153,250,64739999,7.4,321.62,MOBILE,SEARCH,2025-05-02T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-01,6550,413,47070000,10.6,497.54,DESKTOP,SEARCH_PARTNERS,2025-05-02T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-01,6937,230,71130000,8.6,308.34,TABLET,SEARCH,2025-05-02T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-02,2140,108,30460000,7.2,410.19,DESKTOP,SEARCH,2025-05-03T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-02,7156,333,58330000,8.5,407.07,TABLET,SEARCH,2025-05-03T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-02,6218,247,51110000,6.4,299.57,DESKTOP,SEARCH,2025-05-03T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-02,4853,281,55040000,10.7,496.61,MOBILE,SEARCH_PARTNERS,2025-05-03T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-02,9987,482,78750000,11.7,433.14,DESKTOP,SEARCH,2025-05-03T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-03,2053,136,27790000,12.0,697.03,TABLET,SEARCH,2025-05-04T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-03,5753,365,55360000,7.9,310.72,MOBILE,SEARCH,2025-05-04T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-03,9321,518,64030000,14.1,495.0,TABLET,SEARCH,2025-05-04T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-03,4391,276,44550000,8.0,476.16,TABLET,SEARCH_PARTNERS,2025-05-04T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-03,9628,365,65610000,13.7,628.39,TABLET,SEARCH,2025-05-04T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-04,5362,238,36300000,23.6,1044.62,DESKTOP,SEARCH,2025-05-05T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-04,4155,136,61460000,2.6,163.4,TABLET,SEARCH,2025-05-05T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-04,7097,294,58690000,6.9,365.25,TABLET,SEARCH,2025-05-05T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-04,4129,197,55970000,8.2,524.26,TABLET,SEARCH_PARTNERS,2025-05-05T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-04,10853,629,73030000,15.1,746.8,MOBILE,SEARCH,2025-05-05T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-05,3859,241,32360000,22.1,1082.87,TABLET,SEARCH,2025-05-06T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-05,7755,447,68510000,13.4,642.33,TABLET,SEARCH,2025-05-06T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-05,4059,185,60400000,4.1,261.58,MOBILE,SEARCH,2025-05-06T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-05,5806,297,44670000,7.8,323.09,DESKTOP,SEARCH_PARTNERS,2025-05-06T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-05,9159,439,79780000,11.2,677.51,MOBILE,SEARCH,2025-05-06T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-06,3263,176,29440000,12.1,565.04,MOBILE,SEARCH,2025-05-07T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-06,4835,174,65849999,3.4,150.52,TABLET,SEARCH,2025-05-07T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-06,6917,313,58450000,6.3,292.34,DESKTOP,SEARCH,2025-05-07T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-06,6924,380,56840000,10.0,450.03,MOBILE,SEARCH_PARTNERS,2025-05-07T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-06,4898,291,75870000,10.5,454.94,TABLET,SEARCH,2025-05-07T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-07,4128,217,27590000,19.0,681.45,TABLET,SEARCH,2025-05-08T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-07,5081,333,56320000,10.3,526.25,TABLET,SEARCH,2025-05-08T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-07,6366,409,65709999,8.1,484.44,MOBILE,SEARCH,2025-05-08T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-07,5041,200,59260000,8.2,500.64,DESKTOP,SEARCH_PARTNERS,2025-05-08T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-07,11142,371,75920000,10.5,588.51,MOBILE,SEARCH,2025-05-08T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-08,2810,103,30480000,8.5,433.93,DESKTOP,SEARCH,2025-05-09T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-08,7933,420,60010000,12.6,724.15,TABLET,SEARCH,2025-05-09T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-08,8275,457,60460000,13.9,771.46,MOBILE,SEARCH,2025-05-09T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-08,5370,263,54610000,7.0,267.3,TABLET,SEARCH_PARTNERS,2025-05-09T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-08,3717,165,58330000,4.8,247.59,TABLET,SEARCH,2025-05-09T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-09,4135,222,32680000,12.8,687.64,DESKTOP,SEARCH,2025-05-10T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-09,7154,319,51040000,7.5,269.34,MOBILE,SEARCH,2025-05-10T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-09,4032,220,52420000,4.7,288.44,MOBILE,SEARCH,2025-05-10T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-09,3444,108,43080000,2.8,137.32,MOBILE,SEARCH_PARTNERS,2025-05-10T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-09,4762,223,59950000,6.6,292.42,MOBILE,SEARCH,2025-05-10T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-10,2913,199,30670000,14.8,908.27,TABLET,SEARCH,2025-05-11T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-10,8748,408,67590000,7.4,313.98,DESKTOP,SEARCH,2025-05-11T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-10,7637,330,65400000,9.6,450.65,DESKTOP,SEARCH,2025-05-11T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-10,6829,336,56130000,14.6,737.85,DESKTOP,SEARCH_PARTNERS,2025-05-11T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-10,7094,283,66069999,6.1,329.3,MOBILE,SEARCH,2025-05-11T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-11,3091,132,25870000,11.1,482.15,MOBILE,SEARCH,2025-05-12T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-11,4918,272,61150000,8.4,525.47,DESKTOP,SEARCH,2025-05-12T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-11,6022,251,52510000,6.3,391.12,DESKTOP,SEARCH,2025-05-12T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-11,3571,240,54410000,10.4,627.21,DESKTOP,SEARCH_PARTNERS,2025-05-12T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-11,4263,294,65810000,7.6,313.33,MOBILE,SEARCH,2025-05-12T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-12,2277,121,28960000,12.0,612.06,TABLET,SEARCH,2025-05-13T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-12,9629,411,68990000,7.6,272.66,TABLET,SEARCH,2025-05-13T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-12,4746,309,71160000,9.4,513.1,DESKTOP,SEARCH,2025-05-13T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-12,5447,381,47750000,16.6,792.49,DESKTOP,SEARCH_PARTNERS,2025-05-13T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-12,7158,379,83550000,10.7,670.55,DESKTOP,SEARCH,2025-05-13T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-13,4224,222,30450000,21.1,1190.21,DESKTOP,SEARCH,2025-05-14T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-13,6239,393,73840000,12.6,666.44,TABLET,SEARCH,2025-05-14T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-13,8860,499,74240000,13.0,572.35,TABLET,SEARCH,2025-05-14T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-13,5016,257,53180000,8.2,500.16,MOBILE,SEARCH_PARTNERS,2025-05-14T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-13,5749,185,67390000,5.2,209.27,DESKTOP,SEARCH,2025-05-14T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-14,3159,141,33119999,13.3,691.17,DESKTOP,SEARCH,2025-05-15T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-14,5477,290,54600000,9.1,357.26,DESKTOP,SEARCH,2025-05-15T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-14,7177,240,60750000,6.2,231.29,DESKTOP,SEARCH,2025-05-15T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-14,3439,124,55110000,5.4,264.45,TABLET,SEARCH_PARTNERS,2025-05-15T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-14,7328,456,78020000,9.9,441.26,MOBILE,SEARCH,2025-05-15T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-15,3589,199,30290000,17.6,986.84,DESKTOP,SEARCH,2025-05-16T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-15,7232,424,57720000,10.1,358.85,DESKTOP,SEARCH,2025-05-16T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-15,5458,253,73610000,6.6,328.17,DESKTOP,SEARCH,2025-05-16T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-15,5219,359,61630000,9.1,377.51,TABLET,SEARCH_PARTNERS,2025-05-16T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-15,8177,347,77400000,10.5,528.29,MOBILE,SEARCH,2025-05-16T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-16,4372,155,29500000,10.2,567.1,TABLET,SEARCH,2025-05-17T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-16,9298,297,65500000,7.6,266.71,DESKTOP,SEARCH,2025-05-17T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-16,6111,228,62000000,5.2,324.73,TABLET,SEARCH,2025-05-17T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-16,4732,274,48010000,11.1,672.55,TABLET,SEARCH_PARTNERS,2025-05-17T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-16,8004,272,71550000,7.8,504.52,TABLET,SEARCH,2025-05-17T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-17,3323,227,29500000,13.9,808.3,MOBILE,SEARCH,2025-05-18T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-17,7968,270,58890000,7.0,411.99,TABLET,SEARCH,2025-05-18T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-17,4275,148,65120000,3.1,176.56,DESKTOP,SEARCH,2025-05-18T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-17,5652,291,51660000,9.0,573.04,DESKTOP,SEARCH_PARTNERS,2025-05-18T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-17,5820,388,58710000,10.3,500.52,TABLET,SEARCH,2025-05-18T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-18,2905,146,30640000,8.5,548.12,TABLET,SEARCH,2025-05-19T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-18,8139,516,67670000,11.9,438.68,TABLET,SEARCH,2025-05-19T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-18,8366,412,65599999,11.0,454.75,DESKTOP,SEARCH,2025-05-19T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-18,6057,205,54500000,6.1,387.36,TABLET,SEARCH_PARTNERS,2025-05-19T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-18,5314,315,71100000,7.9,470.55,TABLET,SEARCH,2025-05-19T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-19,3423,225,27070000,17.2,635.85,TABLET,SEARCH,2025-05-20T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-19,7392,510,63790000,14.2,730.31,MOBILE,SEARCH,2025-05-20T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-19,6277,363,58030000,10.9,630.52,MOBILE,SEARCH,2025-05-20T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-19,7105,329,55330000,10.7,516.47,TABLET,SEARCH_PARTNERS,2025-05-20T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-19,9488,324,69030000,9.8,584.03,MOBILE,SEARCH,2025-05-20T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-20,4175,277,32299999,16.5,963.38,TABLET,SEARCH,2025-05-21T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-20,6129,401,50650000,10.5,491.83,MOBILE,SEARCH,2025-05-21T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-20,7439,443,50280000,8.1,411.99,DESKTOP,SEARCH,2025-05-21T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-20,5198,277,54630000,8.0,516.1,DESKTOP,SEARCH_PARTNERS,2025-05-21T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-20,6743,367,57250000,12.1,571.25,MOBILE,SEARCH,2025-05-21T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-21,2759,149,29590000,12.5,641.19,TABLET,SEARCH,2025-05-22T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-21,3904,156,52240000,3.2,188.22,TABLET,SEARCH,2025-05-22T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-21,6472,227,62970000,6.9,360.8,DESKTOP,SEARCH,2025-05-22T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-21,3208,161,50090000,5.4,249.61,MOBILE,SEARCH_PARTNERS,2025-05-22T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-21,4877,214,64129999,7.5,422.03,TABLET,SEARCH,2025-05-22T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2025-05-22,5086,205,34700000,16.2,751.61,DESKTOP,SEARCH,2025-05-23T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2025-05-22,8525,427,67170000,11.7,413.81,MOBILE,SEARCH,2025-05-23T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2025-05-22,5417,266,52920000,6.8,263.8,DESKTOP,SEARCH,2025-05-23T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2025-05-22,5768,312,47630000,12.6,814.32,TABLET,SEARCH_PARTNERS,2025-05-23T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2025-05-22,9052,494,73580000,12.3,780.73,MOBILE,SEARCH,2025-05-23T00:00:00
